"SkuName","SkuPartNumber","SkuID","ChildServicePlan","ChildServicePlanName"
"Privacy Management - Subject Rights Request (1) Usgov_Gcchigh","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_USGOV_GCCHIGH","706d2425-6170-4818-ba08-2ad8f1d2d078","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_1 (93d24177-c2c3-408a-821d-3d25dfa66e7a),PRIVACY_MANGEMENT_DSR_1 (07a4098c-3f2d-427f-bfe2-5889ed75dd7b)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (1 - Exchange)(93D24177-C2c3-408A-821D-3D25dfa66e7a),Privacy Management - Subject Rights Request (1)(07A4098c-3F2d-427F-Bfe2-5889Ed75dd7b)"
"Privacy Management - Subject Rights Request (10)","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2","78ea43ac-9e5d-474f-8537-4abb82dafe27","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_10 (f0241705-7b44-4401-a6b6-7055062b5b03),PRIVACY_MANGEMENT_DSR_10 (74853901-d7a9-428e-895d-f4c8687a9f0b)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (10 - Exchange)(F0241705-7B44-4401-A6b6-7055062B5b03),Privacy Management - Subject Rights Request (10)(74853901-D7a9-428E-895D-F4c8687a9f0b)"
"Privacy Management - Subject Rights Request (10) For Edu","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_EDU_V2","e001d9f1-5047-4ebf-8927-148530491f83","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_10 (f0241705-7b44-4401-a6b6-7055062b5b03),PRIVACY_MANGEMENT_DSR_10 (74853901-d7a9-428e-895d-f4c8687a9f0b)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (10 - Exchange)(F0241705-7B44-4401-A6b6-7055062B5b03),Privacy Management - Subject Rights Request (10)(74853901-D7a9-428E-895D-F4c8687a9f0b)"
"Privacy Management - Subject Rights Request (10) Gcc","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_GCC","a056b037-1fa0-4133-a583-d05cff47d551","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_10 (f0241705-7b44-4401-a6b6-7055062b5b03),PRIVACY_MANGEMENT_DSR_10 (74853901-d7a9-428e-895d-f4c8687a9f0b)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (10 - Exchange)(F0241705-7B44-4401-A6b6-7055062B5b03),Privacy Management - Subject Rights Request (10)(74853901-D7a9-428E-895D-F4c8687a9f0b)"
"Privacy Management - Subject Rights Request (10) Usgov_Dod","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_USGOV_DOD","ab28dfa1-853a-4f54-9315-f5146975ac9a","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_10 (f0241705-7b44-4401-a6b6-7055062b5b03),PRIVACY_MANGEMENT_DSR_10 (74853901-d7a9-428e-895d-f4c8687a9f0b)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (10 - Exchange)(F0241705-7B44-4401-A6b6-7055062B5b03),Privacy Management - Subject Rights Request (10)(74853901-D7a9-428E-895D-F4c8687a9f0b)"
"Privacy Management - Subject Rights Request (10) Usgov_Gcchigh","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_USGOV_GCCHIGH","f6aa3b3d-62f4-4c1d-a44f-0550f40f729c","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_10 (f0241705-7b44-4401-a6b6-7055062b5b03),PRIVACY_MANGEMENT_DSR_10 (74853901-d7a9-428e-895d-f4c8687a9f0b)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (10 - Exchange)(F0241705-7B44-4401-A6b6-7055062B5b03),Privacy Management - Subject Rights Request (10)(74853901-D7a9-428E-895D-F4c8687a9f0b)"
"Privacy Management - Subject Rights Request (50)","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50","c416b349-a83c-48cb-9529-c420841dedd6","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR (8bbd1fea-6dc6-4aef-8abc-79af22d746e4),PRIVACY_MANGEMENT_DSR_EXCHANGE (7ca7f875-98db-4458-ab1b-47503826dd73)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (8Bbd1fea-6Dc6-4Aef-8Abc-79Af22d746e4),Privacy Management - Subject Rights Request (Exchange)(7Ca7f875-98Db-4458-Ab1b-47503826Dd73)"
"Privacy Management - Subject Rights Request (50)","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50_V2","f6c82f13-9554-4da1-bed3-c024cc906e02","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR (8bbd1fea-6dc6-4aef-8abc-79af22d746e4),PRIVACY_MANGEMENT_DSR_EXCHANGE (7ca7f875-98db-4458-ab1b-47503826dd73)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (8Bbd1fea-6Dc6-4Aef-8Abc-79Af22d746e4),Privacy Management - Subject Rights Request (Exchange)(7Ca7f875-98Db-4458-Ab1b-47503826Dd73)"
"Privacy Management - Subject Rights Request (50) For Edu","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50_EDU_V2","ed45d397-7d61-4110-acc0-95674917bb14","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR (8bbd1fea-6dc6-4aef-8abc-79af22d746e4),PRIVACY_MANGEMENT_DSR_EXCHANGE (7ca7f875-98db-4458-ab1b-47503826dd73)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (8Bbd1fea-6Dc6-4Aef-8Abc-79Af22d746e4),Privacy Management - Subject Rights Request (Exchange)(7Ca7f875-98Db-4458-Ab1b-47503826Dd73)"
"Privacy Management - Subject Rights Request (100)","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2","cf4c6c3b-f863-4940-97e8-1d25e912f4c4","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_100 (5c221cec-2c39-435b-a1e2-7cdd7fac5913),PRIVACY_MANGEMENT_DSR_100 (500f440d-167e-4030-a3a7-8cd35421fbd8)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (100 - Exchange)(5C221cec-2C39-435B-A1e2-7Cdd7fac5913),Privacy Management - Subject Rights Request (100)(500F440d-167E-4030-A3a7-8Cd35421fbd8)"
"Privacy Management - Subject Rights Request (100) For Edu","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_EDU_V2","9b85b4f0-92d9-4c3d-b230-041520cb1046","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_100 (5c221cec-2c39-435b-a1e2-7cdd7fac5913),PRIVACY_MANGEMENT_DSR_100 (500f440d-167e-4030-a3a7-8cd35421fbd8)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (100 - Exchange)(5C221cec-2C39-435B-A1e2-7Cdd7fac5913),Privacy Management - Subject Rights Request (100)(500F440d-167E-4030-A3a7-8Cd35421fbd8)"
"Privacy Management - Subject Rights Request (100) Gcc","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_GCC","91bbc479-4c2c-4210-9c88-e5b468c35b83","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_100 (5c221cec-2c39-435b-a1e2-7cdd7fac5913),PRIVACY_MANGEMENT_DSR_100 (500f440d-167e-4030-a3a7-8cd35421fbd8)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (100 - Exchange)(5C221cec-2C39-435B-A1e2-7Cdd7fac5913),Privacy Management - Subject Rights Request (100)(500F440d-167E-4030-A3a7-8Cd35421fbd8)"
"Privacy Management - Subject Rights Request (100) Usgov_Dod","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_USGOV_DOD","ba6e69d5-ba2e-47a7-b081-66c1b8e7e7d4","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_100 (5c221cec-2c39-435b-a1e2-7cdd7fac5913),PRIVACY_MANGEMENT_DSR_100 (500f440d-167e-4030-a3a7-8cd35421fbd8)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (100 - Exchange)(5C221cec-2C39-435B-A1e2-7Cdd7fac5913),Privacy Management - Subject Rights Request (100)(500F440d-167E-4030-A3a7-8Cd35421fbd8)"
"Privacy Management - Subject Rights Request (100) Usgov_Gcchigh","PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_USGOV_GCCHIGH","cee36ce4-cc31-481f-8cab-02765d3e441f","MIP_S_EXCHANGE_CO (5b96ffc4-3853-4cf4-af50-e38505080f6b),PRIVACY_MANGEMENT_DSR_EXCHANGE_100 (5c221cec-2c39-435b-a1e2-7cdd7fac5913),PRIVACY_MANGEMENT_DSR_100 (500f440d-167e-4030-a3a7-8cd35421fbd8)","Data Classification In Microsoft 365 - Company Level (5B96ffc4-3853-4Cf4-Af50-E38505080f6b),Privacy Management - Subject Rights Request (100 - Exchange)(5C221cec-2C39-435B-A1e2-7Cdd7fac5913),Privacy Management - Subject Rights Request (100)(500F440d-167E-4030-A3a7-8Cd35421fbd8)"
"Project For Office 365","PROJECTCLIENT","a10d5e58-74da-4312-95c8-76be4e5b75a0","PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3)","Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3)"
"Project Online Essentials","PROJECTESSENTIALS","776df282-9fc0-4862-99e2-70e561b9909e","EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)","Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Project Online Essentials (1259157C-8581-4875-Bca7-2Ffb18c51bda),Sharepoint (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97)"
"Project Online Essentials For Faculty","PROJECTESSENTIALS_FACULTY","e433b246-63e7-4d0b-9efa-7940fa3264d6","EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620),SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)","Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Microsoft Forms (Plan 2)(9B5de886-F035-4Ff2-B3d8-C9127bea3620),Office For The Web For Education (E03c7e47-402C-463C-Ab25-949079Bedb21),Project Online Essentials (1259157C-8581-4875-Bca7-2Ffb18c51bda),Sharepoint (Plan 2) For Education (63038B2c-28D0-45F6-Bc36-33062963B498),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97)"
"Project Online Essentials For Gcc","PROJECTESSENTIALS_GOV","ca1a159a-f09e-42b8-bb82-cb6420f54c8e","EXCHANGE_S_FOUNDATION_GOV (922ba911-5694-4e99-a794-73aed9bfeec8),SHAREPOINTWAC_GOV (8f9f0f3b-ca90-406c-a842-95579171f8ec),PROJECT_ESSENTIALS_GOV (fdcb7064-f45c-46fa-b056-7e0e9fdf4bf3),SHAREPOINTENTERPRISE_GOV (153f85dd-d912-4762-af6c-d6e0fb4f6692)","Exchange Foundation For Government (922Ba911-5694-4E99-A794-73Aed9bfeec8),Office For The Web For Government (8F9f0f3b-Ca90-406C-A842-95579171F8ec),Project Online Essentials For Government (Fdcb7064-F45c-46Fa-B056-7E0e9fdf4bf3),Sharepoint Plan 2G (153F85dd-D912-4762-Af6c-D6e0fb4f6692)"
"Project Online Premium","PROJECTPREMIUM","09015f9f-377f-4538-bbb5-f75ceb09358a","PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014)","Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3),Sharepoint_Project (Fe71d6c3-A2ea-4499-9778-Da042bf08063),Sharepoint Online (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72),Office Online (E95bec33-7C88-4A70-8E19-B10bd9d0c014)"
"Project Online Premium Without Project Client","PROJECTONLINE_PLAN_1","2db84718-652c-47a7-860c-f10d8abbdae3","FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)","Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Sharepoint_Project (Fe71d6c3-A2ea-4499-9778-Da042bf08063),Sharepoint Online (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72),Office Online (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97)"
"Project Online With Project For Office 365","PROJECTONLINE_PLAN_2","f82a60b8-1ee3-4cfb-a4fe-1c6a53c2656c","FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)","Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3),Sharepoint_Project (Fe71d6c3-A2ea-4499-9778-Da042bf08063),Sharepoint Online (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72),Office Online (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97)"
"Project Plan 1","PROJECT_P1","beb6439c-caad-48d3-bf46-0c82871e12be","DYN365_CDS_FOR_PROJECT_P1 (a6f677b3-62a6-4644-93e7-2a85d240845e),EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),Power_Automate_For_Project_P1 (00283e6b-2bd8-440f-a2d5-87358e4c89a1),PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),PROJECT_P1 (4a12c688-56c6-461a-87b1-30d6f32136f9),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)","Common Data Service For Project P1 (A6f677b3-62A6-4644-93E7-2A85d240845e),Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Power Automate For Project P1 (00283E6b-2Bd8-440F-A2d5-87358E4c89a1),Project Online Essentials (1259157C-8581-4875-Bca7-2Ffb18c51bda),Project P1 (4A12c688-56C6-461A-87B1-30D6f32136f9),Sharepoint (C7699d2e-19Aa-44De-8Edf-1736Da088ca1)"
"Project Plan 1 (For Department)","PROJECT_PLAN1_DEPT","84cd610f-a3f8-4beb-84ab-d9d2c902c6c9","DYN365_CDS_FOR_PROJECT_P1 (a6f677b3-62a6-4644-93e7-2a85d240845e),EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),Power_Automate_For_Project_P1 (00283e6b-2bd8-440f-a2d5-87358e4c89a1),PROJECT_ESSENTIALS (1259157c-8581-4875-bca7-2ffb18c51bda),PROJECT_P1 (4a12c688-56c6-461a-87b1-30d6f32136f9),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)","Common Data Service For Project P1 (A6f677b3-62A6-4644-93E7-2A85d240845e),Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Power Automate For Project P1 (00283E6b-2Bd8-440F-A2d5-87358E4c89a1),Project Online Essentials (1259157C-8581-4875-Bca7-2Ffb18c51bda),Project P1 (4A12c688-56C6-461A-87B1-30D6f32136f9),Sharepoint Standard (C7699d2e-19Aa-44De-8Edf-1736Da088ca1)"
"Project Plan 3","PROJECTPROFESSIONAL","53818b1b-4a27-454b-8896-0dba576410e6","DYN365_CDS_PROJECT (50554c47-71d9-49fd-bc54-42a2765c555c),EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),FLOW_FOR_PROJECT (fa200448-008c-4acb-abd4-ea106ed2199d),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),PROJECT_PROFESSIONAL (818523f5-016b-4355-9be8-ed6944946ea7),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72)","Common Data Service For Project (50554C47-71D9-49Fd-Bc54-42A2765c555c),Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Flow For Project (Fa200448-008C-4Acb-Abd4-Ea106ed2199d),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3),Project Online Service (Fe71d6c3-A2ea-4499-9778-Da042bf08063),Project P3 (818523F5-016B-4355-9Be8-Ed6944946ea7),Sharepoint (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72)"
"Project Plan 3 (For Department)","PROJECT_PLAN3_DEPT","46102f44-d912-47e7-b0ca-1bd7b70ada3b","DYN365_CDS_PROJECT (50554c47-71d9-49fd-bc54-42a2765c555c),EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),FLOW_FOR_PROJECT (fa200448-008c-4acb-abd4-ea106ed2199d),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),PROJECT_PROFESSIONAL (818523f5-016b-4355-9be8-ed6944946ea7),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72)","Common Data Service For Project (50554C47-71D9-49Fd-Bc54-42A2765c555c),Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Flow For Project (Fa200448-008C-4Acb-Abd4-Ea106ed2199d),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3),Project Online Service (Fe71d6c3-A2ea-4499-9778-Da042bf08063),Project P3 (818523F5-016B-4355-9Be8-Ed6944946ea7),Sharepoint (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72)"
"Project Plan 3 For Faculty","PROJECTPROFESSIONAL_FACULTY","46974aed-363e-423c-9e6a-951037cec495","EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),SHAREPOINT_PROJECT_EDU (664a2fed-6c7a-468e-af35-d61740f0ec90),PROJECT_PROFESSIONAL_FACULTY (22572403-045f-432b-a660-af949c0a77b5),SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498),DYN365_CDS_PROJECT (50554c47-71d9-49fd-bc54-42a2765c555c),FLOW_FOR_PROJECT (fa200448-008c-4acb-abd4-ea106ed2199d)","Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Office For The Web For Education (E03c7e47-402C-463C-Ab25-949079Bedb21),Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3),Project Online Service For Education (664A2fed-6C7a-468E-Af35-D61740f0ec90),Project P3 For Faculty (22572403-045F-432B-A660-Af949c0a77b5),Sharepoint (Plan 2) For Education (63038B2c-28D0-45F6-Bc36-33062963B498),Common Data Service For Project (50554C47-71D9-49Fd-Bc54-42A2765c555c),Power Automate For Project (Fa200448-008C-4Acb-Abd4-Ea106ed2199d)"
"Project Plan 3 For Gcc","PROJECTPROFESSIONAL_GOV","074c6829-b3a0-430a-ba3d-aca365e57065","DYN365_CDS_PROJECT_GCC (83837d9c-c21a-46a0-873e-d834c94015d6),SHAREPOINTWAC_GOV (8f9f0f3b-ca90-406c-a842-95579171f8ec),PROJECT_CLIENT_SUBSCRIPTION_GOV (45c6831b-ad74-4c7f-bd03-7c2b3fa39067),SHAREPOINT_PROJECT_GOV (e57afa78-1f19-4542-ba13-b32cd4d8f472),PROJECT_PROFESSIONAL_FOR_GOV (49c7bc16-7004-4df6-8cd5-4ec48b7e9ea0),SHAREPOINTENTERPRISE_GOV (153f85dd-d912-4762-af6c-d6e0fb4f6692),FLOW_FOR_PROJECT_GOV (16687e20-06f9-4577-9cc0-34a2704260fc)","Common Data Service For Project For Gcc (83837D9c-C21a-46A0-873E-D834c94015d6),Office For The Web For Government (8F9f0f3b-Ca90-406C-A842-95579171F8ec),Project Online Desktop Client (45C6831b-Ad74-4C7f-Bd03-7C2b3fa39067),Project Online Service For Government (E57afa78-1F19-4542-Ba13-B32cd4d8f472),Project P3 For Gov (49C7bc16-7004-4Df6-8Cd5-4Ec48b7e9ea0),Sharepoint Plan 2G (153F85dd-D912-4762-Af6c-D6e0fb4f6692),Data Integration For Project With Power Automate For Gcc (16687E20-06F9-4577-9Cc0-34A2704260fc)"
"Project Plan 3 For Gcc Test","Project_Professional_TEST_GCC","5d505572-203c-4b83-aa9b-dab50fb46277","DYN365_CDS_PROJECT_GCC (83837d9c-c21a-46a0-873e-d834c94015d6),EXCHANGE_S_FOUNDATION_GOV (922ba911-5694-4e99-a794-73aed9bfeec8),MCOMEETBASIC_GOV (986d454b-9027-4d9f-880b-f1b68f920cc4),SHAREPOINTWAC_GOV (8f9f0f3b-ca90-406c-a842-95579171f8ec),PROJECT_CLIENT_SUBSCRIPTION_GOV (45c6831b-ad74-4c7f-bd03-7c2b3fa39067),SHAREPOINT_PROJECT_GOV (e57afa78-1f19-4542-ba13-b32cd4d8f472),PROJECT_PROFESSIONAL_FOR_GOV (49c7bc16-7004-4df6-8cd5-4ec48b7e9ea0),SHAREPOINTENTERPRISE_GOV (153f85dd-d912-4762-af6c-d6e0fb4f6692),FLOW_FOR_PROJECT_GOV (16687e20-06f9-4577-9cc0-34a2704260fc)","Common Data Service For Project For Gcc (83837D9c-C21a-46A0-873E-D834c94015d6),Exchange Foundation For Government (922Ba911-5694-4E99-A794-73Aed9bfeec8),Microsoft Teams Audio Conferencing With Dial-Out To Select Geographies For Gcc (986D454b-9027-4D9f-880B-F1b68f920cc4),Office For The Web For Government (8F9f0f3b-Ca90-406C-A842-95579171F8ec),Project Online Desktop Client (45C6831b-Ad74-4C7f-Bd03-7C2b3fa39067),Project Online Service For Government (E57afa78-1F19-4542-Ba13-B32cd4d8f472),Project P3 For Gov (49C7bc16-7004-4Df6-8Cd5-4Ec48b7e9ea0),Sharepoint Plan 2G (153F85dd-D912-4762-Af6c-D6e0fb4f6692),Data Integration For Project With Power Automate For Gcc (16687E20-06F9-4577-9Cc0-34A2704260fc)"
"Project Plan 3_Usgov_Gcchigh","PROJECTPROFESSIONAL_USGOV_GCCHIGH","64758d81-92b7-4855-bcac-06617becb3e8","EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT_CLIENT_SUBSCRIPTION (fafd7243-e5c1-4a3a-9e40-495efcb1d3c3),SHAREPOINT_PROJECT (fe71d6c3-a2ea-4499-9778-da042bf08063),SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),DYN365_CDS_PROJECT (50554c47-71d9-49fd-bc54-42a2765c555c)","Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Project Online Desktop Client (Fafd7243-E5c1-4A3a-9E40-495Efcb1d3c3),Project Online Service (Fe71d6c3-A2ea-4499-9778-Da042bf08063),Sharepoint (Plan 2)(5Dbe027f-2339-4123-9542-606E4d348a72),Common Data Service For Project (50554C47-71D9-49Fd-Bc54-42A2765c555c)"
