"SkuName","SkuPartNumber","SkuID","ChildServicePlan","ChildServicePlanName"
"Microsoft 365 Apps For Enterprise (Device)","OFFICE_PROPLUS_DEVICE1","ea4c5ec8-50e3-4193-89b9-50da5bd4cdc7","OFFICE_PROPLUS_DEVICE (3c994f28-87d5-4273-b07a-eb6190852599)","Microsoft 365 Apps For Enterprise (Device)(3C994f28-87D5-4273-B07a-Eb6190852599)"
"Microsoft 365 Apps For Faculty","OFFICESUBSCRIPTION_FACULTY","12b8c807-2e20-48fc-b453-542b6ee9d171","EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122),OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620),MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91)","Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Microsoft 365 Apps For Enterprise (43De0ff5-C92c-492B-9116-175376D08c38),Microsoft Azure Rights Management Service (31Cf2cfc-6B0d-4Adc-A336-88B724ed8122),Microsoft Forms (Plan 2)(9B5de886-F035-4Ff2-B3d8-C9127bea3620),Microsoft Search (94065C59-Bc8e-4E8b-89E5-5138D471eaff),Mobile Device Management For Office 365 (882E1d05-Acd1-4Ccb-8708-6Ee03664b117),Office For The Web For Education (E03c7e47-402C-463C-Ab25-949079Bedb21),Onedrive For Business (Plan 1)(13696Edf-5A08-49F6-8134-03083Ed8ba30),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),Whiteboard (Plan 2)(94A54592-Cd8b-425E-87C6-97868B000b91)"
"Microsoft 365 Apps For Students","OFFICESUBSCRIPTION_STUDENT","c32f9321-a627-406d-a114-1f9c81aaafac","EXCHANGE_S_FOUNDATION (113feb6c-3fe4-4440-bddc-54d774bf0318),OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620),MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),ONEDRIVESTANDARD (13696edf-5a08-49f6-8134-03083ed8ba30),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91),RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122)","Exchange Foundation (113Feb6c-3Fe4-4440-Bddc-54D774bf0318),Microsoft 365 Apps For Enterprise (43De0ff5-C92c-492B-9116-175376D08c38),Microsoft Forms (Plan 2)(9B5de886-F035-4Ff2-B3d8-C9127bea3620),Microsoft Search (94065C59-Bc8e-4E8b-89E5-5138D471eaff),Mobile Device Management For Office 365 (882E1d05-Acd1-4Ccb-8708-6Ee03664b117),Office For The Web For Education (E03c7e47-402C-463C-Ab25-949079Bedb21),Onedrive For Business (Plan 1)(13696Edf-5A08-49F6-8134-03083Ed8ba30),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),Whiteboard (Plan 2)(94A54592-Cd8b-425E-87C6-97868B000b91,Microsoft Azure Rights Management Service (31Cf2cfc-6B0d-4Adc-A336-88B724ed8122)"
"Microsoft 365 Audio Conferencing For Gcc","MCOMEETADV_GOV","2d3091c7-0712-488b-b3d8-6b97bde6a1f5","EXCHANGE_FOUNDATION_GOV (922ba911-5694-4e99-a794-73aed9bfeec8),MCOMEETADV_GOV (f544b08d-1645-4287-82de-8d91f37c02a1)","Exchange Foundation For Government (922Ba911-5694-4E99-A794-73Aed9bfeec8),Microsoft 365 Audio Conferencing For Government (F544b08d-1645-4287-82De-8D91f37c02a1)"
"Microsoft 365 Audio Conferencing - Gcchigh Tenant (Ar)_Usgov_Gcchigh","MCOACBYOT_AR_GCCHIGH_USGOV_GCCHIGH","170ba00c-38b2-468c-a756-24c05037160a","MCOACBYOT_GCCHigh (c85e4b03-254a-453b-af72-167a53f38530)","Microsoft 365 Audio Conferencing - Gcchigh Tenant (C85e4b03-254A-453B-Af72-167A53f38530)"
"Microsoft 365 Audio Conferencing_Usgov_Gcchigh","MCOMEETADV_USGOV_GCCHIGH","4dee1f32-0808-4fd2-a2ed-fdd575e3a45f","MCOMEETADV_AR_GCCHigh (f1e3613f-3818-4254-9b5e-f02d803384e0)","Microsoft 365 Audio Conferencing For Gcchigh (F1e3613f-3818-4254-9B5e-F02d803384e0)"
"Microsoft 365 Audio Conferencing Pay-Per-Minute - Ea","MCOMEETACPEA","df9561a4-4969-4e6a-8e73-c601b68ec077","MCOMEETACPEA (bb038288-76ab-49d6-afc1-eaa6c222c65a)","Microsoft 365 Audio Conferencing Pay-Per-Minute (Bb038288-76Ab-49D6-Afc1-Eaa6c222c65a)"
"Microsoft 365 Business Basic","O365_BUSINESS_ESSENTIALS","3b555118-da6a-4418-894f-7df1e2096870","BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),VIVAENGAGE_CORE (a82fbf69-b4d7-49f4-83a6-915b2cf354f4),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)","To-Do (Plan 1)(5E62787c-C316-451F-B873-1D05acd4d12c),Exchange Online (Plan 1)(9Aaf7827-D63c-4B61-89C3-182F06f82e5c),Flow For Office 365 (0F9b09cb-62D1-4Ff4-9129-43F4996f83f4),Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Skype For Business Online (Plan 2)(0Feaeb32-D00e-4D66-Bd5a-43B5b83db82c),Officemobile_Subscription (C63d4d19-E8cb-460E-B37c-4D6c34603745),Powerapps For Office 365 (92F7a6f3-B89b-4Bbd-8C30-809E6da5ad1c),Microsoft Planner(B737dad2-2F6c-4C65-90E3-Ca563267e8b9),Sharepointstandard (C7699d2e-19Aa-44De-8Edf-1736Da088ca1),Office Online (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),Teams1 (57Ff2da0-773E-42Df-B2af-Ffb7a2317929),Viva Engage Core (A82fbf69-B4d7-49F4-83A6-915B2cf354f4),Yammer_Enterprise (7547A3fe-08Ee-4Ccb-B430-5077C5041653)"
"Microsoft 365 Business Basic","SMB_BUSINESS_ESSENTIALS","dab7782a-93b1-4074-8bb1-0e61318bea0b","BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),YAMMER_MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb)","To-Do (Plan 1)(5E62787c-C316-451F-B873-1D05acd4d12c),Exchange Online (Plan 1)(9Aaf7827-D63c-4B61-89C3-182F06f82e5c),Flow For Office 365 (0F9b09cb-62D1-4Ff4-9129-43F4996f83f4),Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Skype For Business Online (Plan 2)(0Feaeb32-D00e-4D66-Bd5a-43B5b83db82c),Officemobile_Subscription (C63d4d19-E8cb-460E-B37c-4D6c34603745),Powerapps For Office 365 (92F7a6f3-B89b-4Bbd-8C30-809E6da5ad1c),Microsoft Planner(B737dad2-2F6c-4C65-90E3-Ca563267e8b9),Sharepointstandard (C7699d2e-19Aa-44De-8Edf-1736Da088ca1),Office Online (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),Teams1 (57Ff2da0-773E-42Df-B2af-Ffb7a2317929),Yammer Midsize (41Bf139a-4E60-409F-9346-A1361efc6dfb)"
"Microsoft 365 Business Basic Eea (No Teams)","Microsoft_365_Business_Basic_EEA_(no_Teams)","b1f3042b-a390-4b56-ab61-b88e7e767a97","CDS_O365_P1 (bed136c6-b799-4462-824d-fc045d3a9d25),EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),MYANALYTICS_P2 (33c4f319-9bdd-48d6-9c4d-410b750a4a5a),M365_LIGHTHOUSE_CUSTOMER_PLAN1 (6f23d6a9-adbf-481c-8538-b4c095654487),MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),KAIZALA_O365_P2 (54fc630f-5a40-48ee-8965-af0503c1386e),PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Nucleus (db4d623d-b514-490b-b7ef-8885eee514de),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),PROJECT_O365_P1 (a55dfd10-0864-46d9-a3cd-da5991a3e0e2),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),STREAM_O365_SMB (3c53ea51-d578-46fa-a4c0-fd0a92809a60),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),VIVAENGAGE_CORE (a82fbf69-b4d7-49f4-83a6-915b2cf354f4),VIVA_LEARNING_SEEDED (b76fb638-6ba6-402a-b9f9-83d28acb3d86),WHITEBOARD_PLAN1 (b8afc642-032e-4de5-8c0a-507a7bba7e5d),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),DYN365_CDS_O365_P1 (40b010bb-0b69-4654-ac5e-ba161433f4b4),RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122),POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),POWER_VIRTUAL_AGENTS_O365_P1 (0683001c-0492-4d59-9515-d9a6426b5813)","Common Data Service For Teams (Bed136c6-B799-4462-824D-Fc045d3a9d25),Exchange Online (Plan 1)(9Aaf7827-D63c-4B61-89C3-182F06f82e5c),Insights By Myanalytics (33C4f319-9Bdd-48D6-9C4d-410B750a4a5a),Microsoft 365 Lighthouse (Plan 1)(6F23d6a9-Adbf-481C-8538-B4c095654487),Microsoft Bookings (199A5c09-E0ca-4E37-8F7c-B05d533e1ea2),Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Microsoft Kaizala Pro (54Fc630f-5A40-48Ee-8965-Af0503c1386e),Microsoft Planner (B737dad2-2F6c-4C65-90E3-Ca563267e8b9),Microsoft Search (94065C59-Bc8e-4E8b-89E5-5138D471eaff),Mobile Device Management For Office 365 (882E1d05-Acd1-4Ccb-8708-6Ee03664b117),Nucleus (Db4d623d-B514-490B-B7ef-8885Eee514de),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Office Mobile Apps For Office 365 (C63d4d19-E8cb-460E-B37c-4D6c34603745),Project For Office (Plan E1)(A55dfd10-0864-46D9-A3cd-Da5991a3e0e2),Sharepoint (Plan 1)(C7699d2e-19Aa-44De-8Edf-1736Da088ca1),Skype For Business Online (Plan 2)(0Feaeb32-D00e-4D66-Bd5a-43B5b83db82c),Stream For Office 365 (3C53ea51-D578-46Fa-A4c0-Fd0a92809a60),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),To-Do (Plan 1)(5E62787c-C316-451F-B873-1D05acd4d12c),Viva Engage Core (A82fbf69-B4d7-49F4-83A6-915B2cf354f4),Viva Learning Seeded (B76fb638-6Ba6-402A-B9f9-83D28acb3d86),Whiteboard (Plan 1)(B8afc642-032E-4De5-8C0a-507A7bba7e5d),Yammer Enterprise (7547A3fe-08Ee-4Ccb-B430-5077C5041653),Common Data Service (40B010bb-0B69-4654-Ac5e-Ba161433f4b4),Microsoft Azure Rights Management Service (31Cf2cfc-6B0d-4Adc-A336-88B724ed8122),Power Apps For Office 365 (92F7a6f3-B89b-4Bbd-8C30-809E6da5ad1c),Power Automate For Office 365 (0F9b09cb-62D1-4Ff4-9129-43F4996f83f4),Power Virtual Agents For Office 365 (0683001C-0492-4D59-9515-D9a6426b5813)"
"Microsoft 365 Business Standard","O365_BUSINESS_PREMIUM","f245ecc8-75af-4f8e-b61f-27d8114de5f3","DYN365BC_MS_INVOICING (39b5c996-467e-4e60-bd62-46066f572726),MESH_AVATARS_FOR_TEAMS (dcf9d2f4-772e-4434-b757-77a453cfbc02),MESH_AVATARS_ADDITIONAL_FOR_TEAMS (3efbd4ed-8958-4824-8389-1321f8730af8),CDS_O365_P2 (95b76021-6a53-4741-ab8b-1d1f3d66a95a),Bing_Chat_Enterprise (0d0c0d31-fae7-41f2-b909-eaf4d7f26dba),EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),MYANALYTICS_P2 (33c4f319-9bdd-48d6-9c4d-410b750a4a5a),OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),M365_LIGHTHOUSE_CUSTOMER_PLAN1 (6f23d6a9-adbf-481c-8538-b4c095654487),MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),CLIPCHAMP (a1ace008-72f3-4ea0-8dac-33b3a23a2472),FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),KAIZALA_O365_P2 (54fc630f-5a40-48ee-8965-af0503c1386e),MICROSOFT_LOOP (c4b8c31a-fb44-4c65-9837-a21f55fcabda),PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Nucleus (db4d623d-b514-490b-b7ef-8885eee514de),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT_O365_P2 (31b4e2fc-4cd6-4e7d-9c1b-41407303bd66),O365_SB_Relationship_Management (5bfe124c-bbdc-4494-8835-f1297d457d79),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),STREAM_O365_SMB (3c53ea51-d578-46fa-a4c0-fd0a92809a60),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),VIVAENGAGE_CORE (a82fbf69-b4d7-49f4-83a6-915b2cf354f4),VIVA_LEARNING_SEEDED (b76fb638-6ba6-402a-b9f9-83d28acb3d86),WHITEBOARD_PLAN1 (b8afc642-032e-4de5-8c0a-507a7bba7e5d),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),DYN365_CDS_O365_P2 (4ff01e01-1ba7-4d71-8cf8-ce96c3bbcf14),RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122),POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),POWER_VIRTUAL_AGENTS_O365_P2 (041fe683-03e4-45b6-b1af-c0cdc516daee)","Microsoft Invoicing (39B5c996-467E-4E60-Bd62-46066F572726),Avatars For Teams (Dcf9d2f4-772E-4434-B757-77A453cfbc02),Avatars For Teams (Additional)(3Efbd4ed-8958-4824-8389-1321F8730af8),Common Data Service For Teams (95B76021-6A53-4741-Ab8b-1D1f3d66a95a),Commercial Data Protection For Microsoft Copilot (0D0c0d31-Fae7-41F2-B909-Eaf4d7f26dba),Exchange Online (Plan 1)(9Aaf7827-D63c-4B61-89C3-182F06f82e5c),Insights By Myanalytics (33C4f319-9Bdd-48D6-9C4d-410B750a4a5a),Microsoft 365 Apps For Business (094E7854-93Fc-4D55-B2c0-3Ab5369ebdc1),Microsoft 365 Lighthouse (Plan 1)(6F23d6a9-Adbf-481C-8538-B4c095654487),Microsoft Bookings (199A5c09-E0ca-4E37-8F7c-B05d533e1ea2),Microsoft Clipchamp (A1ace008-72F3-4Ea0-8Dac-33B3a23a2472),Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Microsoft Kaizala Pro (54Fc630f-5A40-48Ee-8965-Af0503c1386e),Microsoft Loop (C4b8c31a-Fb44-4C65-9837-A21f55fcabda),Microsoft Planner (B737dad2-2F6c-4C65-90E3-Ca563267e8b9),Microsoft Search (94065C59-Bc8e-4E8b-89E5-5138D471eaff),Microsoft Staffhub (8C7d2df8-86F0-4902-B2ed-A0458298f3b3),Microsoft Teams (57Ff2da0-773E-42Df-B2af-Ffb7a2317929),Mobile Device Management For Office 365 (882E1d05-Acd1-4Ccb-8708-6Ee03664b117),Nucleus (Db4d623d-B514-490B-B7ef-8885Eee514de),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Project For Office (Plan E3)(31B4e2fc-4Cd6-4E7d-9C1b-41407303Bd66),Retired - Outlook Customer Manager (5Bfe124c-Bbdc-4494-8835-F1297d457d79),Sharepoint (Plan 1)(C7699d2e-19Aa-44De-8Edf-1736Da088ca1),Skype For Business Online (Plan 2)(0Feaeb32-D00e-4D66-Bd5a-43B5b83db82c),Stream For Office 365 (3C53ea51-D578-46Fa-A4c0-Fd0a92809a60),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),To-Do (Plan 1)(5E62787c-C316-451F-B873-1D05acd4d12c),Viva Engage Core (A82fbf69-B4d7-49F4-83A6-915B2cf354f4),Viva Learning Seeded (B76fb638-6Ba6-402A-B9f9-83D28acb3d86),Whiteboard (Plan 1)(B8afc642-032E-4De5-8C0a-507A7bba7e5d),Yammer Enterprise (7547A3fe-08Ee-4Ccb-B430-5077C5041653),Common Data Service (4Ff01e01-1Ba7-4D71-8Cf8-Ce96c3bbcf14),Microsoft Azure Rights Management Service (31Cf2cfc-6B0d-4Adc-A336-88B724ed8122),Power Apps For Office 365 (92F7a6f3-B89b-4Bbd-8C30-809E6da5ad1c),Power Automate For Office 365 (0F9b09cb-62D1-4Ff4-9129-43F4996f83f4),Power Virtual Agents For Office 365 (041Fe683-03E4-45B6-B1af-C0cdc516daee)"
"Microsoft 365 Business Standard Eea (No Teams)","Microsoft_365_Business_Standard_EEA_(no_Teams)","ffa3a2a0-3820-462a-aa81-8a4d741f0cba","DYN365BC_MS_INVOICING (39b5c996-467e-4e60-bd62-46066f572726),CDS_O365_P2 (95b76021-6a53-4741-ab8b-1d1f3d66a95a),EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),MYANALYTICS_P2 (33c4f319-9bdd-48d6-9c4d-410b750a4a5a),OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),M365_LIGHTHOUSE_CUSTOMER_PLAN1 (6f23d6a9-adbf-481c-8538-b4c095654487),MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),CLIPCHAMP (a1ace008-72f3-4ea0-8dac-33b3a23a2472),FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),KAIZALA_O365_P2 (54fc630f-5a40-48ee-8965-af0503c1386e),PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Nucleus (db4d623d-b514-490b-b7ef-8885eee514de),SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),PROJECT_O365_P2 (31b4e2fc-4cd6-4e7d-9c1b-41407303bd66),O365_SB_Relationship_Management (5bfe124c-bbdc-4494-8835-f1297d457d79),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),STREAM_O365_SMB (3c53ea51-d578-46fa-a4c0-fd0a92809a60),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),VIVAENGAGE_CORE (a82fbf69-b4d7-49f4-83a6-915b2cf354f4),VIVA_LEARNING_SEEDED (b76fb638-6ba6-402a-b9f9-83d28acb3d86),WHITEBOARD_PLAN1 (b8afc642-032e-4de5-8c0a-507a7bba7e5d),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),DYN365_CDS_O365_P2 (4ff01e01-1ba7-4d71-8cf8-ce96c3bbcf14),RMS_S_BASIC (31cf2cfc-6b0d-4adc-a336-88b724ed8122),POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),POWER_VIRTUAL_AGENTS_O365_P2 (041fe683-03e4-45b6-b1af-c0cdc516daee)","Microsoft Invoicing (39B5c996-467E-4E60-Bd62-46066F572726),Common Data Service For Teams (95B76021-6A53-4741-Ab8b-1D1f3d66a95a),Exchange Online (Plan 1)(9Aaf7827-D63c-4B61-89C3-182F06f82e5c),Insights By Myanalytics (33C4f319-9Bdd-48D6-9C4d-410B750a4a5a),Microsoft 365 Apps For Business (094E7854-93Fc-4D55-B2c0-3Ab5369ebdc1),Microsoft 365 Lighthouse (Plan 1)(6F23d6a9-Adbf-481C-8538-B4c095654487),Microsoft Bookings (199A5c09-E0ca-4E37-8F7c-B05d533e1ea2),Microsoft Clipchamp (A1ace008-72F3-4Ea0-8Dac-33B3a23a2472),Microsoft Forms (Plan E1)(159F4cd6-E380-449F-A816-Af1a9ef76344),Microsoft Kaizala Pro (54Fc630f-5A40-48Ee-8965-Af0503c1386e),Microsoft Planner (B737dad2-2F6c-4C65-90E3-Ca563267e8b9),Microsoft Search (94065C59-Bc8e-4E8b-89E5-5138D471eaff),Microsoft Staffhub (8C7d2df8-86F0-4902-B2ed-A0458298f3b3),Mobile Device Management For Office 365 (882E1d05-Acd1-4Ccb-8708-6Ee03664b117),Nucleus (Db4d623d-B514-490B-B7ef-8885Eee514de),Office For The Web (E95bec33-7C88-4A70-8E19-B10bd9d0c014),Project For Office (Plan E3)(31B4e2fc-4Cd6-4E7d-9C1b-41407303Bd66),Retired - Outlook Customer Manager (5Bfe124c-Bbdc-4494-8835-F1297d457d79),Sharepoint (Plan 1)(C7699d2e-19Aa-44De-8Edf-1736Da088ca1),Skype For Business Online (Plan 2)(0Feaeb32-D00e-4D66-Bd5a-43B5b83db82c),Stream For Office 365 (3C53ea51-D578-46Fa-A4c0-Fd0a92809a60),Sway (A23b959c-7Ce8-4E57-9140-B90eb88a9e97),To-Do (Plan 1)(5E62787c-C316-451F-B873-1D05acd4d12c),Viva Engage Core (A82fbf69-B4d7-49F4-83A6-915B2cf354f4),Viva Learning Seeded (B76fb638-6Ba6-402A-B9f9-83D28acb3d86),Whiteboard (Plan 1)(B8afc642-032E-4De5-8C0a-507A7bba7e5d),Yammer Enterprise (7547A3fe-08Ee-4Ccb-B430-5077C5041653),Common Data Service (4Ff01e01-1Ba7-4D71-8Cf8-Ce96c3bbcf14),Microsoft Azure Rights Management Service (31Cf2cfc-6B0d-4Adc-A336-88B724ed8122),Power Apps For Office 365 (92F7a6f3-B89b-4Bbd-8C30-809E6da5ad1c),Power Automate For Office 365 (0F9b09cb-62D1-4Ff4-9129-43F4996f83f4),Power Virtual Agents For Office 365 (041Fe683-03E4-45B6-B1af-C0cdc516daee)"
